submission_date,state,tot_cases,new_case,tot_death,new_death
2021-06-22,MN,"604,687",79,"7,643",1
2022-09-09,ME,"284,881",227,"2,549",11
2020-02-04,VI,0,0,0,0
2022-09-15,FSM,"10,010",77,30,0
2021-03-01,DC,"40,684",86,"1,019",2
2020-08-30,AZ,"201,743",375,"5,030",23
2021-06-07,MT,"112,381",43,"1,633",1
2020-07-08,NC,"77,683","1,577","1,574",14
2022-06-13,MN,"1,528,694","1,549","13,034",5
2021-11-18,RI,"176,953",500,"2,902",1
2022-10-13,NC,"3,224,990","1,356","26,911",1
2021-04-14,CA,"3,606,882","2,487","59,372",114
2022-01-21,NV,"614,505","6,648","8,736",27
2022-09-20,AZ,"2,264,159",0,"31,244",0
2020-10-15,AZ,"228,876","1,114","5,789",17
2020-05-22,CA,"88,444","2,247","3,544",93
2020-07-09,ID,"9,428",459,100,2
2021-11-28,IL,"1,800,308","3,852","29,258",0
2021-01-25,DE,"75,583",609,"1,413",15
2022-04-12,DE,"259,015",86,"2,937",1
2022-09-16,MI,"2,804,588",0,"38,317",0
2022-08-17,ME,"279,975",300,"2,497",1
2021-10-07,ID,"265,982","1,321","3,064",24
2021-02-20,VI,"2,579",4,25,0
2020-06-01,NV,"8,688",78,421,-17
2020-06-18,RI,"15,512",38,885,9
2020-04-24,VI,54,0,3,0
2020-05-15,RI,"11,878",200,479,11
2021-01-15,LA,"364,853","3,705","8,080",0
2021-05-03,KY,"445,462",213,"7,613",4
2021-12-15,NV,"481,301",686,"8,244",17
2021-03-06,MI,"698,385","1,438","16,745",18
2021-06-15,MI,"1,000,675",198,"20,902",9
2022-08-11,DE,"297,879",362,"3,028",0
2020-03-02,ME,0,0,0,0
2020-07-11,DE,"12,827",113,587,3
2020-05-09,MO,"10,171",113,643,17
2021-05-31,VI,"3,458",4,27,0
2020-05-05,LA,"30,069",323,"2,115",51
2022-02-02,NC,"2,482,259","13,833","22,395",75
2021-08-11,SC,"650,530","2,777","10,060",16
2021-10-19,MD,"551,807",543,"10,764",15
2021-05-29,ID,"192,034",22,"2,090",0
2021-06-25,AZ,"892,236",587,"17,903",28
2020-03-01,ID,0,0,0,0
2020-02-21,OR,0,0,0,0
2021-11-18,DE,"146,804",403,"2,207",3
2022-01-03,VA,"1,160,703","42,185","15,615",28
2021-04-24,VI,"3,083",3,27,0
2020-03-05,VA,0,0,0,0
2020-11-30,KY,"186,252","2,225","3,125",44
2020-12-01,VA,"240,063","2,228","4,093",31
2020-06-27,OR,"8,094",276,202,0
2022-10-02,MO,"1,650,860",0,"21,533",0
2020-09-21,NC,"197,943",821,"3,572",28
2021-05-06,VI,"3,194",16,27,0
2020-07-20,MT,"2,621",88,39,2
2022-10-09,AZ,"2,275,235",0,"31,406",0
2022-03-04,DC,"134,678",0,"1,321",0
2022-08-29,ID,"488,539",472,"5,109",2
2021-06-19,NV,"329,086",211,"5,649",0
2021-11-22,WI,"953,422","7,707","9,831",15
2022-08-18,LA,"1,408,809","1,762","17,765",22
2020-09-13,KY,"63,079",580,"1,347",7
2022-01-01,MD,"735,804","14,916","11,911",36
2022-08-12,IL,"3,620,877","3,735","39,108",29
2020-04-26,OR,"2,311",58,91,4
2020-04-19,FSM,0,0,0,0
2022-04-09,CT,"740,894",0,"10,801",0
2022-04-08,NC,"2,635,886",848,"24,984",10
2021-09-14,NE,"255,611",635,"2,365",3
2020-09-23,WI,"112,222","1,895","1,268",9
2021-03-07,VI,"2,735",0,25,0
2021-04-02,NJ,"918,951","4,529","24,615",24
2020-07-21,CT,"48,096",41,"4,406",0
2022-07-24,NC,"2,979,026","4,203","25,992",17
2020-02-09,ME,0,0,0,0
2020-01-24,WI,0,0,0,0
2022-08-20,VI,"22,326",0,122,0
2020-12-27,NJ,"509,099","2,954","18,630",17
2021-11-24,DC,"66,510",77,"1,196",0
2021-12-04,ID,"308,869",200,"3,970",1
2021-10-25,LA,"756,509",878,"14,480",18
2020-12-11,DE,"43,547",793,920,7
2022-09-05,MO,"1,618,991",0,"21,335",0
2020-07-09,AZ,"112,701","4,058","2,038",75
2021-08-19,NE,"236,749",424,"2,302",0
2020-07-13,CT,"47,510",223,"4,371",23
2021-10-27,ID,"288,923","1,244","3,501",28
2020-02-09,VA,0,0,0,0
2020-11-10,IL,"511,183","12,623","10,645",82
2020-05-04,NC,"12,158",239,496,19
2020-01-30,IL,1,0,0,0
2022-05-27,IL,"3,286,377","5,659","38,127",6
2021-08-05,MN,"616,784",861,"7,781",5
2022-03-05,MO,"1,399,719",0,"19,089",0
2022-09-08,NH,"345,777",334,"2,670",4
2021-11-05,ID,"295,950",803,"3,644",15
2021-07-17,KY,"467,002",576,"7,991",0
2022-09-11,LA,"1,442,885",0,"17,923",0
2020-10-29,WI,"226,705","5,146","2,003",60
2022-07-25,NC,"2,982,191","3,165","26,006",14
2022-03-15,IL,"3,049,616","1,574","37,392",47
2022-02-12,MN,"1,388,401",0,"11,957",0
2021-01-09,SC,"367,009","6,474","5,766",63
2022-06-13,MI,"2,565,819",0,"36,538",0
2021-02-18,KY,"398,687","1,350","6,817",28
2020-12-08,VT,"4,886",97,92,1
2022-04-14,FSM,14,0,0,0
2022-02-10,ID,"400,299","2,368","4,538",1
2022-02-01,AZ,"1,878,211","7,567","26,345",140
2020-03-14,NE,15,2,0,0
2021-03-24,WY,"55,887",88,695,0
2022-05-23,ME,"260,523","1,465","2,344",1
2020-01-27,WY,0,0,0,0
2021-10-16,LA,"752,232",358,"14,330",9
2020-07-04,MO,"28,205",322,"1,131",5
2020-03-31,ID,525,110,9,2
2021-10-26,CA,"4,850,676","24,563","71,182",298
2021-05-11,ID,"189,361",233,"2,058",-3
2021-06-04,AZ,"883,037",346,"17,673",20
2020-06-08,CT,"44,092",124,"4,084",13
2021-04-17,NH,"91,279",369,"1,266",0
2020-07-23,DE,"14,266",148,605,2
2020-07-02,NJ,"173,456",477,"15,107",27
2020-11-08,OR,"50,448",861,730,1
2021-11-03,VI,"7,251",18,82,1
2020-05-08,ME,"1,393",33,63,1
2020-11-30,SC,"220,201","1,396","4,388",28
2022-03-25,VI,"15,611",5,110,0
2020-04-23,CA,"37,369","1,973","1,396",103
2020-06-05,ME,"2,493",41,98,3
2021-08-04,NH,"101,277",122,"1,389",1
2022-04-11,SC,"1,472,167",122,"17,725",0
2022-05-03,ME,"248,128","1,010","2,296",5
2022-03-30,MT,"272,543",34,"3,246",0
2022-01-20,NH,"254,715","3,274","2,123",14
2022-07-29,VI,"21,775",41,120,0
2022-09-04,MD,"1,226,697",0,"15,206",0
2022-08-28,CA,"11,045,449",0,"94,047",0
2021-01-27,VI,"2,373",0,24,0
2021-12-10,NJ,"1,295,005","5,463","28,543",17
2021-01-26,DC,"35,700",195,888,9
2021-05-13,CA,"3,659,641","1,443","61,351",46
2021-02-08,NV,"284,590",548,"4,522",2
2021-12-17,MN,"979,283","3,836","10,235",54
2022-06-26,WY,"163,340",0,"1,829",0
2022-05-17,WY,"157,409",378,"1,820",3
2021-05-26,VA,"674,082",323,"11,143",6
2021-11-29,KY,"787,380",909,"12,244",18
2021-10-05,VI,"6,873",32,72,0
2021-11-27,OR,"389,033",516,"5,116",0
2020-04-05,DE,728,61,17,0
2021-09-12,ME,"83,273",315,965,4
2020-08-02,CA,"509,162","9,032","9,252",157
2022-03-28,VA,"1,666,422","1,340","19,631",22
2021-02-16,RI,"116,122",270,"2,339",10
2020-02-06,VI,0,0,0,0
2022-06-16,DC,"153,903",242,"1,349",1
2021-12-13,SC,"933,890",832,"14,453",2
2020-08-29,VT,"1,468",12,57,0
2020-09-07,MD,"112,883",764,"3,929",2
2022-08-17,ID,"485,488",887,"5,081",14
2020-11-26,FSM,0,0,0,0
2021-09-18,VI,"6,458",19,67,0
2022-08-27,LA,"1,422,451",0,"17,843",0
2020-06-10,WI,"21,593",285,671,10
2020-04-24,IL,"39,658","2,724","1,795",107
2020-06-05,CA,"122,901","3,094","4,368",70
2022-05-28,KY,"1,367,503","1,181","16,292",5
2020-09-25,CA,"794,040","3,400","15,256",102
2022-05-14,MO,"1,433,482",0,"20,417",0
2021-03-01,MN,"485,230",636,"6,554",3
2021-07-14,VI,"4,104",33,32,0
2021-11-04,DC,"64,708",106,"1,193",0
2021-04-14,KY,"435,693",829,"7,496",9
2021-06-23,CT,"348,840",38,"8,271",0
2022-05-30,ME,"262,947",375,"2,346",0
2021-01-26,IL,"1,108,430","3,667","20,853",109
2021-09-29,MN,"708,220","2,062","8,243",31
2022-10-14,FSM,"21,815",0,55,0
2020-03-07,NC,2,1,0,0
2020-09-14,DC,"14,622",30,616,0
2020-10-17,MD,"135,127",798,"4,177",7
2021-02-26,KY,"407,732",966,"7,000",31
2020-05-29,MI,"97,200","1,054","5,884",25
2021-02-11,VI,"2,524",19,25,0
2021-08-24,MI,"1,047,265","2,307","21,426",21
2021-04-28,NC,"952,986","1,769","13,095",16
2022-05-12,IL,"3,200,930","5,686","37,997",3
2022-04-07,NV,"714,478",179,"10,154",18
2022-07-25,LA,"1,277,344","3,313","17,522",6
2020-12-08,ME,"17,143",419,246,7
2021-11-03,DE,"142,575",266,"2,170",2
2020-09-28,LA,"166,315",240,"5,480",15
2020-04-28,VI,59,0,4,0
2020-07-08,ID,"8,969",430,98,4
2020-02-26,WI,0,0,0,0
2020-09-07,KY,"58,954",293,"1,282",7
2022-07-22,NJ,"2,565,176","4,335","34,206",10
2022-10-03,FSM,"15,994","1,528",33,0
2022-08-12,VI,"22,135",27,122,0
2020-02-28,ID,0,0,0,0
2021-02-06,OR,"146,741",604,"2,019",17
2020-11-21,NJ,"326,714","5,144","16,746",34
2022-02-17,NE,"452,601",446,"3,883",12
2021-09-06,VI,"6,056",15,60,0
2022-02-11,MO,"1,373,439",4,"17,987",0
2021-06-13,DE,"107,691",31,"1,840",0
2020-11-03,CT,"74,843",985,"4,634",7
2022-07-27,NC,"2,993,231","6,558","26,029",12
2021-12-09,IL,"1,877,213","9,301","29,793",59
2020-11-26,WI,"398,104","5,666","3,415",72
2022-03-24,MD,"1,009,705",0,"14,316",2
2021-02-27,WI,"616,886",868,"7,014",15
2020-12-01,MN,"322,312","3,549","3,674",22
2020-03-08,NV,3,1,0,0
2021-11-12,NV,"459,878","1,387","7,808",11
2022-08-24,AZ,"2,245,713","8,505","31,047",65
2022-04-30,MD,"1,032,775",0,"14,462",0
2021-10-31,MD,"561,270",636,"10,921",10
2021-06-12,DE,"107,660",32,"1,840",0
2022-01-13,AZ,"1,542,936","18,573","25,002",10
2020-04-24,NE,"2,526",320,50,3
2020-08-31,FSM,0,0,0,0
2021-01-28,CA,"3,186,610","16,696","38,070",744
2020-07-09,OR,"11,188",369,230,6
2020-08-24,CA,"668,615","4,946","11,955",10
2022-01-30,DE,"247,345",690,"2,719",8
2020-10-27,DC,"16,906",94,644,2
2021-11-12,AZ,"1,207,348","4,447","21,600",51
2022-05-13,MT,"275,113",515,"3,381",3
2021-09-06,WI,"745,707","1,492","8,536",7
2021-12-18,WY,"113,584",0,"1,502",0
2020-10-31,NJ,"249,931","1,745","16,350",11
2021-03-04,MT,"100,531",180,"1,375",2
2021-06-27,NH,"99,437",17,"1,371",0
2022-08-02,MD,"1,186,717","1,532","15,006",11
2021-02-27,VA,"574,314","1,675","8,382",185
2020-03-07,CA,88,19,1,0
2022-02-10,ME,"221,749",778,"1,824",5
2021-12-22,VI,"7,763",37,88,0
2020-02-15,DC,0,0,0,0
2020-06-08,IL,"129,139","1,382","6,102",198
2021-11-21,KY,"776,753","1,078","12,117",16
2021-10-16,CT,"397,505",382,"8,718",0
2020-12-19,MD,"248,754","2,201","5,709",58
2020-07-27,SC,"83,607","1,205","1,491",54
2022-10-16,NH,"353,387",0,"2,715",0
2020-06-27,NE,"18,700",243,267,1
2022-07-20,MO,"1,537,658",0,"20,838",0
2021-03-09,NH,"77,252",192,"1,185",1
2021-03-05,DE,"88,392",217,"1,643",1
2020-10-24,NV,"94,812","1,146","1,743",5
2021-06-25,ID,"194,690",81,"2,145",2
2020-09-22,RI,"22,777",92,"1,098",2
2020-02-10,MT,0,0,0,0
2020-12-07,WY,"36,985",668,280,23
2021-09-19,MD,"519,097","1,036","10,314",14
2020-12-07,OR,"85,788","1,292","1,045",12
2021-03-10,NE,"204,750",416,"2,120",0
2022-04-29,MO,"1,425,626","4,467","20,360",46
2022-04-29,MD,"1,032,775","1,242","14,462",6
2020-03-18,VI,3,1,0,0
2021-10-01,NH,"120,763",495,"1,481",0
2022-08-29,NJ,"2,673,004","1,445","34,532",3
2022-04-20,VA,"1,688,056","1,208","20,099",28
2021-11-09,FSM,5,0,0,0
2020-04-19,NH,"1,392",50,41,3
2022-04-24,NH,"307,528",0,"2,475",0
2021-10-10,CT,"394,742",367,"8,667",0
2022-07-06,MO,"1,509,862",0,"20,779",0
2021-11-18,SC,"912,095",821,"14,127",14
2020-10-31,ME,"6,632",22,147,0
2020-06-07,AZ,"26,889","1,438","1,044",2
2021-09-22,OR,"317,107","2,266","3,649",25
2022-04-06,OR,"705,817",351,"7,224",5
2022-04-06,VT,"109,107",215,590,0
2022-07-29,MO,"1,566,145","14,286","20,954",54
2022-05-13,RI,"362,427",925,"3,552",4
2022-06-03,RI,"375,228",594,"3,583",3
2020-04-16,CA,"26,182","1,758",870,82
2021-10-21,VA,"913,100","1,779","13,624",39
2021-08-22,DE,"114,874",302,"1,901",5
2020-11-24,ID,"94,730","1,640",874,8
2021-05-09,WY,"58,717",47,710,0
2022-10-16,CA,"11,309,237",0,"95,604",0
2021-08-03,FSM,0,0,0,0
2020-06-01,WY,910,7,17,0
2022-05-05,VI,"17,012",94,113,0
2022-08-29,MN,"1,630,819",0,"13,429",0
2021-08-21,MN,"634,111",555,"7,854",1
2020-06-02,RI,"14,441",112,732,12
2021-04-19,NV,"310,933",233,"5,368",1
2021-02-05,WY,"52,576",108,624,0
2022-05-06,FSM,21,0,0,0
2020-06-29,NC,"63,727","1,313","1,431",12
2020-04-11,CA,"20,615","1,143",581,40
2020-12-04,ME,"15,670",449,227,3
2020-12-09,WY,"37,885",410,299,19
2022-07-31,ID,"478,662",0,"5,035",0
2021-02-28,DC,"40,598",120,"1,017",7
2021-10-01,VI,"6,786",28,71,0
2021-12-07,DE,"154,872",290,"2,278",4
2021-12-02,NH,"163,961","1,378","1,732",7
2021-01-09,NC,"623,753","9,495","8,810",95
2022-04-04,AZ,"2,007,180",0,"29,268",0
2022-01-09,MT,"202,863",0,"2,917",0
2021-10-13,WI,"847,006","2,904","9,124",23
2021-10-17,ID,"277,167",305,"3,256",0
2022-04-16,SC,"1,473,307",350,"17,758",0
2020-12-02,NC,"374,875","5,222","5,937",38
2021-05-20,NE,"222,978",97,"2,248",8
2020-01-29,NC,0,0,0,0
2022-01-16,ME,"186,524",938,"1,658",0
2020-06-03,ID,"2,990",57,83,0
2021-07-02,OR,"209,035",201,"2,781",3
2020-08-02,MD,"90,274",909,"3,634",14
2020-02-18,NE,0,0,0,0
2021-04-17,ME,"57,659",336,765,1
2021-12-19,NH,"183,056",0,"1,836",0
2022-05-14,VT,"119,123",0,617,0
2022-01-25,MD,"962,190","2,576","13,233",75
2021-11-01,MT,"176,976","1,129","2,366",20
2022-01-05,CA,"5,766,356","51,743","76,054",130
2021-03-02,ID,"171,836",374,"1,871",4
2020-04-21,OR,"2,002",46,78,3
2021-07-06,DE,"108,229",11,"1,853",0
2022-06-17,DE,"281,927",311,"2,981",2
2020-08-26,CT,"52,220",180,"4,463",0
2020-02-17,CA,8,0,0,0
2022-03-30,NV,"713,129",146,"10,091",33
2020-10-20,RI,"27,298",197,"1,163",5
2021-01-12,VA,"407,947","4,561","5,477",84
2020-05-17,NJ,"146,499","1,252","10,356",107
2021-11-08,AZ,"1,192,365","2,657","21,409",0
2020-08-09,WY,"3,050",37,28,0
2022-01-05,AZ,"1,419,562","7,749","24,570",61
2022-06-21,DE,"282,884",167,"2,982",0
2021-08-27,NJ,"1,084,546","2,592","26,826",19
2021-04-19,NE,"217,320",451,"2,222",7
2022-04-21,MD,"1,024,920","1,015","14,422",4
2022-10-14,MT,"312,863","1,033","3,566",11
2021-01-11,NE,"177,649",870,"1,772",12
2021-10-15,VI,"7,045",25,78,0
2022-10-07,VT,"132,861",0,694,0
2020-04-16,MO,"5,727",200,246,26
2020-11-29,ME,"13,372",401,191,0
2020-07-08,NV,"24,587",567,576,5
2021-08-20,MN,"633,556","1,698","7,853",9
2022-06-24,SC,"1,544,111","2,004","18,048",18
2020-10-21,WI,"192,191","4,363","1,702",50
2022-04-28,NH,"309,552",359,"2,479",1
2020-03-26,MI,"13,376","1,218",165,52
2021-07-04,NV,"335,435",336,"5,699",1
2020-09-17,IL,"270,302","2,056","8,624",25
2020-02-26,MD,0,0,0,0
2022-05-22,AZ,"2,038,129",0,"30,259",0
2020-08-03,FSM,0,0,0,0
2021-06-15,ID,"193,832",89,"2,116",0
2022-03-27,MN,"1,427,270",0,"12,589",0
2022-04-09,FSM,14,0,0,0
2022-05-18,NJ,"2,335,255","5,111","33,586",15
2021-05-10,MO,"590,908",399,"8,985",2
2020-01-22,MO,0,0,0,0
2020-07-14,KY,"22,698",540,777,10
2022-04-24,FSM,21,0,0,0
2022-09-11,NC,"3,162,037","2,390","26,671",10
2021-09-19,WY,"84,984",513,918,0
2022-05-08,MO,"1,428,117",0,"20,382",0
2021-04-23,NH,"93,231",320,"1,281",7
2021-10-31,OR,"365,053",0,"4,372",0
2021-05-04,NC,"962,421","1,261","13,163",16
2022-01-01,ID,"319,382",0,"4,162",0
2022-08-22,CA,"10,970,412",0,"93,704",0
2020-08-08,NJ,"187,037",391,"15,869",9
2021-08-11,WI,"701,110","1,559","8,314",3
2020-01-26,KY,0,0,0,0
2022-04-28,MD,"1,031,533","1,389","14,456",7
2022-05-31,WI,"1,675,581","1,047","14,600",0
2020-11-16,DE,"28,969",398,796,4
2022-03-28,VI,"15,623",12,111,1
2022-02-16,WY,"153,663",328,"1,689",0
2020-04-04,KY,"1,198",99,50,8
2022-05-08,ME,"250,689",0,"2,325",0
2022-02-16,CA,"8,843,229","12,444","82,382",240
2020-09-04,NE,"35,698",197,404,5
2020-09-05,FSM,0,0,0,0
2021-01-18,MI,"633,020","2,211","15,155",45
2022-03-18,VI,"15,578",3,110,0
2020-03-05,DC,0,0,0,0
2020-03-07,KY,2,2,0,0
2021-07-21,MI,"1,009,310",587,"21,152",3
2020-12-20,KY,"247,914","1,825","4,224",59
2020-10-15,CA,"858,401","3,329","16,621",99
2022-09-03,MN,"1,639,213",0,"13,471",0
2021-07-15,NC,"1,010,337","1,102","13,711",4
2020-06-25,WY,"1,326",44,20,0
2021-02-04,IL,"1,137,559","3,328","21,497",77
2021-04-01,WY,"56,389",79,700,0
2022-02-24,NV,"679,715","1,031","9,613",38
2022-08-12,NC,"3,067,183","4,494","26,260",13
2021-02-09,CA,"3,354,591","8,251","43,905",170
2021-07-16,LA,"495,945","1,605","10,828",7
2020-04-21,DE,"3,004",189,102,10
2020-09-10,WY,"4,200",49,42,0
2022-02-03,MO,"1,349,053","4,454","17,581",5
2021-08-15,MN,"625,823",486,"7,824",1
2020-07-03,MI,"129,157",927,"6,333",9
2020-06-08,NH,"5,079",36,286,0
2022-04-26,MN,"1,447,575","2,558","12,754",1
2020-07-19,SC,"69,603","1,553","1,143",38
2020-07-21,ID,"15,822",556,126,4
2021-07-03,NH,"99,572",17,"1,372",0
2022-06-23,AZ,"2,109,053",0,"30,452",0
2021-05-11,VI,"3,244",11,27,0
2021-06-02,NJ,"1,016,763",273,"26,247",28
2022-08-23,NV,"839,255",915,"11,370",11
2021-05-29,RI,"144,099",46,"2,710",3
2021-01-04,OR,"118,453",708,"1,506",6
2021-04-22,RI,"138,676",382,"2,659",2
2022-03-12,MN,"1,421,869",0,"12,464",0
2021-05-13,RI,"142,810",145,"2,697",2
2021-12-19,KY,"834,556","1,665","12,698",28
2021-06-06,NV,"325,810",209,"5,600",0
2020-05-24,MD,"46,313",818,"2,376",34
2021-06-08,ID,"193,157",127,"2,105",-1
2020-09-08,RI,"21,461",41,"1,058",1
2022-08-12,MD,"1,202,880","1,540","15,063",4
2022-09-14,ID,"492,580",558,"5,142",11
2022-05-03,FSM,21,0,0,0
2022-05-04,WI,"1,618,023","2,708","14,442",18
2022-05-07,LA,"1,175,460",0,"17,276",0
2020-02-11,NV,0,0,0,0
2021-06-15,DC,"49,213",34,"1,138",0
2022-08-13,NH,"341,134",0,"2,640",0
2022-04-10,LA,"1,169,338",0,"17,177",0
2020-12-23,VI,"1,967",33,23,0
2021-12-01,SC,"920,744",831,"14,282",22
2020-01-28,CT,0,0,0,0
2021-05-27,ID,"191,877",139,"2,090",2
2020-08-24,MD,"104,669",567,"3,826",8
2021-12-09,KY,"812,670","2,666","12,431",21
2020-04-15,MD,"10,032",560,427,37
2021-01-23,NH,"61,576",625,981,10
2021-10-17,DC,"63,194",109,"1,183",0
2020-11-23,SC,"208,792","1,203","4,289",9
2021-06-21,VT,"22,801",2,249,0
2020-04-03,DE,496,32,16,3
2020-11-10,LA,"194,702","1,330","6,058",10
2021-04-11,MD,"426,730","1,483","9,032",22
2021-05-21,CA,"3,670,469","1,627","61,672",69
2020-08-08,NH,"6,818",39,419,0
2020-03-14,MN,14,0,0,0
2022-01-21,MO,"1,251,055","14,442","17,021",246
2021-04-18,MT,"107,145",56,"1,546",1
2021-12-05,IL,"1,835,076",0,"29,521",0
2022-09-18,VT,"131,257",0,685,0
2022-06-26,VA,"1,852,970",0,"20,519",0
2021-09-29,OR,"328,184","1,993","3,771",21
2021-06-29,FSM,0,0,0,0
2020-12-08,MD,"219,961","2,632","5,165",46
2020-06-24,OR,"7,444",170,195,3
2022-05-01,NV,"719,451",0,"10,774",0
2022-05-07,MD,"1,041,621",0,"14,495",0
2020-01-23,MO,0,0,0,0
2020-06-23,SC,"26,643","1,012",662,6
2020-06-04,NV,"9,090",139,429,-16
2022-09-10,ME,"284,881",0,"2,551",2
2021-03-13,IL,"1,207,847","1,675","23,188",25
2020-02-06,NH,0,0,0,0
2020-09-09,WI,"88,590",913,"1,191",15
2020-05-01,MN,"5,730",594,371,28
2022-05-29,MN,"1,504,982",0,"12,938",0
2022-02-02,CA,"8,448,709","25,550","79,621",239
2020-11-01,KY,"112,206","1,480","2,074",19
2021-07-09,ME,"69,249",21,862,0
2021-09-24,WY,"87,866",515,955,0
2020-02-17,MN,0,0,0,0
2021-10-01,SC,"863,354","2,857","12,621",96
2022-08-22,NE,"526,597","1,426","4,449",4
2021-09-20,AZ,"1,068,823","2,020","19,513",0
2021-12-21,WY,"113,906",144,"1,526",24
2020-03-16,OR,47,8,1,0
2020-11-12,LA,"198,531","3,829","6,097",39
2022-03-31,SC,"1,470,489",175,"17,619",2
2020-02-21,RI,0,0,0,0
2021-02-07,MT,"95,790",73,"1,314",2
2020-06-06,RI,"14,811",100,782,10
2020-07-14,NJ,"177,488",444,"15,582",22
2020-03-26,ID,189,66,3,3
2022-08-27,MD,"1,219,602",0,"15,159",0
2021-11-14,FSM,5,0,0,0
2021-03-01,MT,"100,003",49,"1,357",0
2020-10-30,IL,"408,660","8,489","9,994",49
2021-03-30,MI,"792,024","6,813","17,266",43
2020-07-08,MD,"70,861",465,"3,403",11
2020-06-27,ME,"3,146",36,104,1
2021-08-21,NV,"379,722","1,022","6,288",8
2020-06-26,MD,"66,115",338,"3,252",12
2020-04-15,RI,"3,731",289,87,7
2021-04-26,VI,"3,090",4,27,0
2020-02-25,SC,0,0,0,0
2020-05-30,CT,"42,022",260,"3,912",44
2020-11-17,MN,"236,949","5,931","2,999",26
2020-10-20,MO,"174,016","2,397","3,105",29
2022-09-05,MN,"1,639,213",0,"13,471",0
2022-02-12,VI,"15,182",11,105,0
2021-02-22,RI,"117,962",192,"2,459",3
2021-09-05,KY,"608,984","3,639","9,215",51
2020-03-19,DC,71,32,0,0
2021-09-15,FSM,1,0,0,0
2021-11-30,CT,"421,692",907,"8,905",41
2020-12-04,SC,"229,292","3,066","4,501",29
2022-04-07,SC,"1,471,470",171,"17,683",0
2022-10-12,VI,"23,233",26,123,0
2021-03-09,WI,"622,444",602,"7,134",28
2020-01-25,CT,0,0,0,0
2020-04-17,CT,"16,809",925,"1,036",65
2020-12-24,VI,"1,979",12,23,0
2022-02-19,NV,"677,345",0,"9,508",0
2020-10-28,AZ,"241,306","1,044","5,905",14
2020-09-09,NV,"72,503",155,"1,447",21
2020-08-18,VA,"108,282",861,"2,396",11
2020-12-17,CA,"1,723,362","52,281","21,817",407
2022-04-23,MN,"1,443,859",0,"12,752",0
2022-10-16,RI,"408,139",0,"3,681",0
2021-12-29,DE,"172,532","1,089","2,383",5
2020-05-30,NE,"13,894",251,170,0
2020-12-04,DE,"38,152",935,871,8
2020-08-27,IL,"228,751","1,707","8,186",23
2021-05-25,FSM,0,0,0,0
2020-09-13,VT,"1,548",7,57,0
2021-08-08,NV,"365,580","1,003","6,027",11
2020-06-24,MT,803,37,21,0
2021-07-01,OR,"208,834",197,"2,778",4
2021-03-28,VT,"17,563",232,219,0
2021-01-20,WI,"573,119","1,851","6,035",62
2022-05-16,WY,"157,031",0,"1,817",0
2022-04-08,KY,"1,332,323",194,"16,111",5
2021-12-05,KY,"803,067","1,402","12,357",16
2022-06-19,MN,"1,537,314",0,"13,060",0
2021-01-22,ID,"158,798",598,"1,667",13
2022-07-31,IL,"3,563,653",0,"38,882",0
2020-07-24,NC,"109,446","2,236","1,921",31
2022-04-25,ID,"445,670",125,"4,922",0
2021-08-06,WY,"66,453",253,786,0
2020-01-28,NV,0,0,0,0
2020-05-06,WI,"8,901",335,362,9
2020-07-14,RI,"16,660",55,984,1
2021-05-12,KY,"449,908",556,"7,666",8
2021-05-05,VI,"3,178",26,27,0
2020-04-02,MI,"22,811","1,218",813,126
2022-03-10,ME,"232,011",253,"2,142",2
2021-07-28,SC,"615,015","1,469","9,944",11
2020-03-04,NJ,0,0,0,0
2021-09-03,VT,"26,811",153,273,1
2021-12-03,DC,"67,430",257,"1,197",0
2022-02-18,OR,"685,953","1,542","6,456",12
2020-11-29,CT,"112,581",0,"4,961",0
2022-08-14,KY,"1,504,535",859,"16,846",10
2020-07-23,FSM,0,0,0,0
2022-04-18,NC,"2,645,741",684,"25,046",1
2020-09-29,VA,"147,516",923,"3,187",15
2022-07-18,CT,"843,286",574,"11,084",0
2021-05-20,IL,"1,371,884","1,542","24,913",49
2021-09-03,LA,"696,900","2,625","12,707",51
2021-12-31,OR,"421,263",0,"5,655",0
2020-02-26,NH,0,0,0,0
2021-07-15,SC,"602,951",650,"9,891",5
2021-10-18,FSM,3,0,0,0
2021-06-12,MT,"112,790",29,"1,641",0
2021-04-01,OR,"165,524",512,"2,385",2
2020-07-24,NV,"40,140",0,735,0
2020-09-20,CT,"55,527",0,"4,492",0
2021-12-14,MO,"945,656","2,618","15,689",105
2022-09-29,NJ,"2,738,380","2,648","34,738",7
2021-06-12,RI,"144,480",19,"2,721",0
2021-10-21,NH,"131,255",640,"1,539",2
2020-02-16,RI,0,0,0,0
2022-06-04,KY,"1,376,252","1,810","16,326",6
2022-08-15,MD,"1,205,774","2,894","15,084",21
2020-10-28,ID,"61,785",862,599,14
2020-05-12,LA,"32,116",235,"2,347",39
2022-01-04,NE,"349,523","5,159","3,373",29
2020-04-10,KY,"1,868",67,94,10
2020-03-04,DE,12,0,0,0
2020-05-04,VA,"19,492",821,684,24
2020-03-25,NV,321,43,6,2
2022-02-18,NV,"677,345",658,"9,508",19
2020-05-27,KY,"9,643",155,485,9
2021-05-14,MO,"592,944",432,"8,993",0
2020-09-04,DC,"14,186",51,611,2
2022-05-21,NV,"730,666",0,"10,829",0
2021-01-04,SC,"338,207","3,892","5,494",15
